Category,Product Code,EAN Code,Product Name,Product Size,RRP,Price,VAT,Stock Service,Brand,Description,On Promo
Frozen Goods,792359,5099556024078	,BIG AL'S MAC N'CHEESE POPS,4 x 1kgm,NA,£33.96,0.0%,In Stock,KEPAK CONVENIENCE FOODS,NA,No
"Health, Beauty & Baby",746099,8712561737074	,RADOX LHW REFRESHING ANTIBACTERIAL,6 x 250mls,£1.29,£4.29,20.0%,In Stock,Unilever Ireland Personal Care,Radox Protect & Refresh Antibacterial Handwash 250 ml,No
"Health, Beauty & Baby",130080,5000228016420	,VASELINE ACTIVE FRESH,6 x 150mls,£1.29,£4.49,20.0%,In Stock,Unilever Ireland Personal Care,Vaseline  Active Fresh Anti-perspirant Deodorant Aerosol 150ml,No
"Health, Beauty & Baby",510788,4015400363064	,TAMPAX BLUE BOX SUPER PLUS,8X20PK,£2.29,£12.99,0.0%,In Stock,Tampax,Tampax Super Plus Tampons With Cardboard Applicator X  20,No
"Health, Beauty & Baby",735919,5000231037559	,RADOX BATH MUSCLE SOAK,6 x 500mls,£1.29,£4.29,20.0%,In Stock,Unilever Ireland Personal Care,Radox Muscle Soak Bath Soak 500 ml,No
"Health, Beauty & Baby",546818,5000231050855	,RADOX BATH STRESS RELIEF,6 x 500mls,£1.29,£4.29,20.0%,In Stock,Radox,Radox Stress Relief Bath Soak 500 ml,No
"Health, Beauty & Baby",799149,7322541048918	,BODYFORM ULTRA NORMAL 1.49,12X12PK,£1.49,£11.99,0.0%,In Stock,SCA Hygiene Ltd,NA,No
"Health, Beauty & Baby",546808,5000231080371	,RADOX BATH RELAX,6 x 500mls,£1.29,£4.29,20.0%,In Stock,Radox,Radox Feel Relaxed Bath Soak 500 ml,No
"Health, Beauty & Baby",546428,5000231035142	,RADOX SHOWER REFRESH,6 x 250mls,£1.29,£4.29,20.0%,In Stock,Unilever Ireland Personal Care,Radox Feel Refreshed Shower Gel 250 ml,No
"Health, Beauty & Baby",453399,8710847950230	,RADOX BATH BLISSFUL,6 x 500mls,£1.29,£4.29,20.0%,In Stock,Unilever Ireland Personal Care,Radox Feel Blissful Bath Soak 500 ml,No
"Health, Beauty & Baby",546418,5000231049927	,RADOX SHOWER FEEL AWAKE,6 x 250mls,£1.29,£4.29,20.0%,In Stock,Radox,Radox Feel Awake 2-in-1 Shower Gel & Shampoo 250 ml,No
"Health, Beauty & Baby",515664,8710908379819	,RADOX SHOWER FEEL READY,6 x 250mls,£1.29,£4.29,20.0%,In Stock,Unilever Ireland Personal Care,Radox Feel Ready Shower Gel 250 ml,No
"Health, Beauty & Baby",765550,8720181049194	,RADOX LHW PROTECT&REPLENISH,NA,NA,NA,20.0%,Out of Stock,Unilever Ireland Personal Care,Radox Protect + Replenish Liquid Handwash Squeezy 250  ML,No
"Health, Beauty & Baby",453376,8710847950247	,RADOX BATH HEAVENLY,6 x 500mls,£1.29,£4.29,20.0%,In Stock,Unilever Ireland Personal Care,Radox Feel Heavenly Bath Soak 500 ml,No
"Health, Beauty & Baby",370590,8717644011843	,VASELINE ALOE VERA DEODORANT,6 x 150mls,£1.29,£4.49,20.0%,In Stock,Unilever Ireland Personal Care,Vaseline  Aloe Sensitive Anti-perspirant Deodorant Aerosol 150ml,No
"Health, Beauty & Baby",445452,8710908881237	,RADOX HANDWASH MOISTURE,6 x 250mls,£1.29,£4.29,20.0%,In Stock,Unilever Ireland Personal Care,Radox Care & Moisturise Antibacterial Handwash 250 ml,No
"Health, Beauty & Baby",445451,8712561736862	,RADOX HANDWASH REPLENISH,6 x 250mls,£1.29,£4.29,20.0%,In Stock,Unilever Ireland Personal Care,Radox Protect & Replenish Antibacterial Handwash 250 ml,No
"Health, Beauty & Baby",916152,8006540584101	,ALWAYS ULTRA LONG PLUS,12X11PK,£1.99,£17.99,0.0%,In Stock,Interactive Irl Ltd,Always Ultra Sanitary Towels Long (Size 2) Wings X11 Pads,No
"Confectionery, Crisps & Snacks",116097,5034660522775	,CADBURY STARBAR,32X49GRM,£0.79,£14.49,20.0%,In Stock,Cadbury,BeTreatwise.netGet to know your treats1 bar = 12 % of  the RI* of kcal*% reference intake of an average adult (8400 kJ / 2000 kcal)Cocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",112769,7622300743536	,CADBURY DAIRY MILK,48 x 45grm,£0.79,£21.99,20.0%,In Stock,Cadbury,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",112749,7622300743659	,CADBURY FRUIT & NUT,48X49GRM,£0.79,£21.99,20.0%,In Stock,Cadbury,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",112759,7622210984579	,CADBURY WHOLENUT,48 x 45grm,£0.79,£21.99,20.0%,In Stock,Kraft Foods UK Ltd,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",627140,50201013	,CADBURY FLAKE BAR,48 x 34grm,£0.79,£21.69,20.0%,In Stock,Cadbury,BeTreatwise.netGet to know your treats1 bar = 8 % of the RI* of kcal*% reference intake of an average adult (8400  kJ / 2000 kcal)Cocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",322660,7622300743703	,CADBURY DAIRY MILK CARAMEL BAR,48 x 45grm,£0.79,£21.99,20.0%,In Stock,Cadbury,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",322424,5034660519706	,FRYS CHOCOLATE CREAM BAR,48X49GRM,£0.89,£21.99,20.0%,In Stock,Fry's,BeTreatwise.net,No
"Confectionery, Crisps & Snacks",361572,50426270	,ROWNTREE'S JELLY TOTS BAG,36 x 42grm,£0.59,£10.99,20.0%,In Stock,Rowntree's,"Visit us at www.rowntrees.co.uk, www.facebook.com/rowntrees or www.twitter.com/rowntrees.",No
Retail Grocery,761377,5000171055019	,JOHN WEST TUNA OIL 4PK,12 x 145grm,£4.39,£40.99,0.0%,In Stock,Stafford Lynch,Track Your Can100% Traceablejohn-west.comFor tasty recipes or to trace the story behind your can visit www.john-west.com,No
Retail Grocery,232755,5010046011583	,GREEN GIANT CORN NIBLETSTRIPLE PK,8X198GRM,£1.99,£11.79,0.0%,In Stock,Green Giant,For more information visit www.greengiant.eu,No
Retail Grocery,761378,5000171055002	,JOHN WEST TUNA BRINE 4PK,12 x 145grm,£4.39,£40.99,0.0%,In Stock,Stafford Lynch,Track Your Can100% Traceablejohn-west.co.ukFor tasty recipes or to trace the story behind your can visit www.john-west.com,No
Retail Grocery,915626,5000157075932	,HEINZ SPAGHETTI HOOPS 4PK,6 x 400grm,£3.69,£16.99,0.0%,In Stock,H.J.Heinz,1 of your 5 a day when eaten as part of a balanced dietCheck out our pasta recipes at Heinz.co.uk,No
Retail Grocery,101772,5000157024886	,HEINZ BEANZ IN TOMATO SAUCE 4 PACK,6 x 415grm,£3.59,£15.99,0.0%,In Stock,Heinz,"To learn more about our sustainability commitments, visit heinz.co.uk",No
Retail Grocery,915833,5059319018997	,RICE KRISPIES 3.29,6X510GRM,£3.29,£12.39,0.0%,In Stock,Kelloggs,£3.29**Recommended Retail Price,No
"Confectionery, Crisps & Snacks",323308,5000201499011	,CADBURY SNACK SHORTCAKE BISCUIT,36 x 43grm,£0.59,£11.99,20.0%,In Stock,Cadbury,BeTreatwise.net,No
Retail Grocery,915832,5059319016405	,KRAVE CHOC&NUT 3.29,6 x 410grm,£3.29,£12.39,0.0%,In Stock,Kelloggs,Enjoy as part of varied & balanced diet and a healthy  lifestyle.,No
Retail Grocery,642641,5000171010209	,JOHN WEST SARDINES IN TOMATO SAUCE,12 x 120grm,£1.19,£10.29,0.0%,In Stock,John West,John West Sardines in Tomato Sauce 120g,No
Retail Grocery,915830,5059319018812	,FROSTIES 3.29,8 x 500grm,£3.29,£15.99,0.0%,In Stock,Kelloggs,£3.29**Recommended Retail Price,No
Retail Grocery,915829,5059319014784	,CORNFLAKES 2.99,7X500GRM,£2.99,£11.49,0.0%,In Stock,Kelloggs,"Free Adult TicketAdult Ticket or Child Ticket = Free Adult Ticket?When you buy a full ""on the day"" priced child or adult ticketWe're giving adults some amazing free fun at many of the UK and Republic of Ireland's top attractions.Enjoy a fun-filled day out for all the family at the Legoland® Windsor Resort, Alton Towers Resort, Sea Life Aquariums across the UK, plus many more!Pre-Booking is Essential??Book Your  Ticket in advance online!It's simple:1. Find the unique 10 digit code printed inside this pack and go to www.merlinfun.com to select the attraction and secure the date you want to  visit.2. Book, Pay, Print/Download your entry tickets. Then  head straight into the attraction on your day of visit.??For UK Merlin Entertainments' Attractions. Please check full T&C's for ROI at www.grownupsgofree.ieWin A Fun Family Short Break!UK/ROI. 18+. No purchase necessary. For full T&Cs and to enter prize draw visit merlinfun.com and enter your details. Opens 10.02.2022, closes 31.10.2022. Prizes: one night break for 4 to one of the Alton Towers Resort, Legoland® Windsor Resort, Warwick Castle (at Merlin's allocation). 5 prizes to be won. Max one entry and prize per person/email.©2022 DWA LLC ©2022 The Lego Group ©The London Eye 2022 at rights reserved.Conceived and designed by Marks Barfield Architects. ©Orange Eyes Ltd 2009 & 2012. ""Bear Grylls"" is a registered trademark of Bear Grylls Ventures LLP.Responsibly Sourced Corn**Find out more about our responsibly sourced corn initiatives at www.kelloggs.comThe Original & Best Tasting*™*Source: Independent survey by MMR, February 2021, tested against  over 80% of the flakes products in the UK/ROI.Online survey  with 1,000 consumers.Enjoy as part of a varied and balanced  diet and a healthy lifestyle.",No
Retail Grocery,745063,39745000020	,PUNJANA TEA BAGS 160PK,12X160PK,£4.39,£39.99,0.0%,In Stock,Punjana Ltd,Learn more about us online at www.thompsonsfamilyteas.com and check out many more of our blends. Love your tea as  much as we do!,No
Retail Grocery,915827,5059319018638	,BRAN FLAKES 2.99,6 x 500grm,£2.99,£9.89,0.0%,In Stock,Kelloggs,£2.99**Recommended Retail Price,No
Retail Grocery,915824,5011021024925	,JACOBS RICH COFFEE,6 x 100grm,£1.69,£7.59,0.0%,In Stock,United Biscuits Foods Division,Jacob's Its Just Coffee Rich Roast 100g,No
Retail Grocery,915651,8711000495100	,KENCO RICH 3.69,6 x 100grm,£3.69,£13.49,0.0%,In Stock,Jacobs Douwe Egberts Ltd,Kenco Rich Instant Coffee 100g,No
Retail Grocery,915652,8711000495131	,KENCO SMOOTH 3.69,6 x 100grm,£3.69,£13.49,0.0%,In Stock,Jacobs Douwe Egberts Ltd,Kenco The Coffee Company Smooth Instant Coffee 100g,No
Retail Grocery,915078,8445290026590	,NESCAFE GOLD 3.65,6 x 95grm,£3.65,£15.59,0.0%,In Stock,Nestle UK Ltd,Find out more about Cup of Respect at nescafe.com/gb/cup-of-respect/Check out our YouTube Channel at youtube.com/c/UKNescafeJoin us at facebook.com/NescafeUKFollow us on Instagram @nescafegoldblendukiVisit nescafe.com/gb,No
Retail Grocery,118650,7622300727376	,KENCO DECAF 3.79,6 x 100grm,£3.79,£13.69,0.0%,In Stock,Kenco,Discover more at Kenco.co.uk,No
Retail Grocery,236394,5000354168499	,HARTLEYS ASSORTED JELLY,12 x 135grm,£0.79,£7.19,0.0%,In Stock,Jaymark,Hartley's Assorted Tablet Jelly 12 x 135g,No
Retail Grocery,236395,5000354160882	,HARTLEYS RASPBERRY JELLY,12 x 135grm,£0.79,£7.19,0.0%,In Stock,Hartley's,Hartley's Raspberry Flavour Jelly 135g,No
Retail Grocery,236396,50189533	,HARTLEYS STRAWBERRY JELLY,12 x 135grm,£0.79,£7.19,0.0%,In Stock,Jaymark,To enter the wibbly wobbly world of Hartley's Jelly visit... www.hartleysfruit.co.uk,No
Retail Grocery,415668,5012427049802	,FRAY BENTOS STEAK & KIDNEY PIE,6 x 425grm,£3.29,£14.49,0.0%,In Stock,Fray Bentos,Fray Bentos Steak & Kidney 425g,No
Retail Grocery,791878,5000157140241	,HEINZ TOMATO KETCHUP,10X570GRM,£3.29,£26.99,0.0%,In Stock,H.J.Heinz,Check out our tomato ketchup recipes at Heinz.co.uk,No
Retail Grocery,916527,8715035130104	,KIKKOMAN LESS SALT SOY SAUCE,6 x 150mls,£2.39,£10.29,0.0%,In Stock,Kikkoman,Kikkoman Less Salt Soy Sauce 150ml,No
Retail Grocery,674244,5012427334304	,BAXTERS MINT JELLY,6 x 210grm,£1.59,£6.99,0.0%,In Stock,Baxters,Baxters Mint Jelly 210g,No
Retail Grocery,790974,5000354918353	,MR KIP LLAMA CAKE MIX,5X400GRM,£2.49,£8.99,0.0%,In Stock,Premier Foods UK Ltd,To find out more visit www.mrkipling.co.uk,No
Retail Grocery,674241,5012427334205	,BAXTERS REDCURRANT SAUCE,6 x 210grm,£1.59,£6.99,0.0%,In Stock,Stafford Lynch,Baxters Redcurrant Jelly 210g,No
Retail Grocery,684241,5000118203664	,KING POT NOODLE CHICKEN&MUSHROOM,12X117GRM,£0.95,£8.59,0.0%,In Stock,Unilever UK Food Ltd,Pot Noodle Chicken & Mushroom King Pot 114 g,No
Retail Grocery,915745,8445290022158	,CARNATION COND MILK 2.19,6 x 397grm,£2.19,£9.49,0.0%,In Stock,Nestle UK Ltd,Carnation Condensed,No
Retail Grocery,674242,5012427334403	,BAXTERS MINT SAUCE,6 x 170grm,£1.59,£6.99,0.0%,In Stock,Baxters,Baxters Mint Sauce 170g,No
Retail Grocery,415658,5012427049703	,FRAY BENTOS CHICKEN PIE,6 x 425grm,£3.29,£14.49,0.0%,In Stock,Fray Bentos,Fray Bentos Just Chicken 425g,No
Retail Grocery,792511,4002359014802	,BENS SWEET&SOUR EX PINEAPPLE,6 x 450grm,£1.49,£6.39,0.0%,In Stock,Mars Food UK Ltd,Discover Ben's OriginalOur sauces? Still as delicious  as ever. Visit our website to see how we are working to offer everyone a seat at the table.,No
Retail Grocery,415665,5012427043503	,FRAY BENTOS MINCE & ONION PIE,6 x 425grm,£3.29,£14.49,0.0%,In Stock,Fray Bentos,Fray Bentos Minced Beef & Onion 425g,No
Retail Grocery,792499,4002359014673	,BENS CHILLI SAUCE MEDIUM,6 x 450grm,£1.49,£6.39,0.0%,In Stock,Mars Food UK Ltd,Discover Ben's OriginalOur sauces? Still as delicious  as ever. Visit our website to see how we are working to offer everyone a seat at the table.,No
Retail Grocery,718612,5000171030696	,JOHN WEST SARDINES IN SUNFLOWER OIL,12 x 120grm,£1.19,£10.29,0.0%,In Stock,John West,John West Sardines in Sunflower Oil 120g,No
Professional Cleaning & Hygiene,695425,7615400076352	,COMFORT SUNSHINE,1 x 5ltr,£9.53,£3.99,20.0%,In Stock,Comfort,NA,No
Retail Grocery,635229,5010034598003	,DOLMIO STR IN TOM & GARLIC,7X150GRM,£1.29,£6.39,0.0%,In Stock,Dolmio,Why not try adding your favourite veg or chilli to spice things up? For healthy recipe inspiration visit dolmio.com,No
Retail Grocery,629940,5010034592407	,DOLMIO STR IN SWEET PEPPER,7X150GRM,£1.29,£6.39,0.0%,In Stock,Dolmio,Why not try adding your favourite veg or chilli to spice things up? For healthy recipe inspiration visit dolmio.com,No
Retail Grocery,629911,5010034594005	,DOLMIO STR IN BAC&TOMATO,7X150GRM,£1.29,£6.39,0.0%,In Stock,Dolmio,Why not try adding your favourite veg or chilli to spice things up? For healthy recipe inspiration visit dolmio.com,No
Retail Grocery,194846,5013216001087	,EDWARDS SLICED BEETROOT,12 x 340grm,£1.29,£10.99,0.0%,In Stock,Edwards,Edwards Chunky Beetroot Slices 340g,No
Retail Grocery,629910,5010034592605	,DOLMIO STR IN SUN DRIED TOM,7X150GRM,£1.29,£6.39,0.0%,In Stock,Dolmio,Why not try adding your favourite veg or chilli to spice things up? For healthy recipe inspiration visit dolmio.com,No
Retail Grocery,792519,4002359014819	,BENS SWEET & SOUR SAUCE,6 x 450grm,£1.49,£6.39,0.0%,In Stock,Mars Food UK Ltd,Discover Ben's OriginalVisit our website to see how we are working to offer everyone a seat at the table.Our sauces? Still as delicious as ever.,No
Retail Grocery,792509,4002359014741	,BENS CURRY SAUCE MEDIUM,6X440GRM,£1.49,£6.39,0.0%,In Stock,Mars Food UK Ltd,Discover Ben's OriginalOur sauces? Still as delicious  as ever. Visit our website to see how we are working to offer everyone a seat at the table.,No
Retail Grocery,531284,5050665028968	,RAGU SMOOTH BOLOGNESE,6 x 500grm,£1.29,£5.99,0.0%,In Stock,Tennant & Ruttle,Ragu Original Smooth Bolognese Sauce 500g,No
Retail Grocery,915875,5011022023910	,LAKESHORE WHOLEGRAIN MUSTARD,12 x 205grm,£1.49,£11.99,0.0%,In Stock,Boyne Valley Foods Limited,Lakeshore Wholegrain,No
Retail Grocery,175492,8722700479475	,HELLMANNS MAYO SQUEEZY,8X430MLS,£1.89,£10.99,0.0%,In Stock,Hellmann's,Hellmann's Real Mayonnaise 430 ml,No
Retail Grocery,175491,8722700479451	,HELLMANNS LIGHT MAYO SQUEEZY,8X430MLS,£1.89,£10.99,0.0%,In Stock,Hellmann's,Hellmann's Light Mayonnaise 430 ml,No
Retail Grocery,531268,5050665035249	,RAGU CHUNKY BOLOGNESE,6 x 500grm,£1.29,£5.99,0.0%,In Stock,Tennant & Ruttle,Ragu Original Chunky Bolognese Sauce 500g,No
Retail Grocery,915877,5011022022463	,LAKESHORE HICKORY BBQ MARINADE,12X275GRM,£1.59,£13.99,0.0%,In Stock,Boyne Valley Foods Limited,Lakeshore Stick Hickory BBQ Marinade 275g,No
Retail Grocery,792584,4002359014680	,BENS CHILLI CON CARNE 1.89,6 x 450grm,£1.89,£6.29,0.0%,In Stock,Mars Food UK Ltd,Discover Ben's Original™Our sauces? Still as delicious as ever.Visit our website to see how we are working to offer everyone a seat at the table.,No
Professional Cleaning & Hygiene,695424,7615400076352	,COMFORT SUNSHINE,2 x 5ltr,£9.53,£7.98,20.0%,In Stock,Comfort,NA,No
Professional Cleaning & Hygiene,603889,5011888005334	,COMFORT FABRIC CONDITIONER REG,1 x 5ltr,£9.53,£3.99,20.0%,In Stock,DIVERSEY IRELAND,Comfort Professional Original 5L,No
Retail Grocery,392888,5000157062673	,HEINZ SOUP TOMATO,24 x 400grm,£0.99,£17.99,0.0%,In Stock,Heinz,Heinz Cream of Tomato Soup 400g,No
Retail Grocery,916728,8720182302946	,HELLMANNS CAESAR,6 x 250mls,£1.79,£8.29,0.0%,In Stock,Unilever UK Food Ltd,Hellmann's Real Caesar Salad Dressing & Dip 250 ml,No
Retail Grocery,915876,5011022023453	,LAKESHORE CAESAR DRESSING,12X245GRM,£1.59,£13.99,0.0%,In Stock,Boyne Valley Foods Limited,Lakeshore Caesar Dressing 245ml,No
Retail Grocery,515998,5013216000066	,EDWARDS SILVERSKIN ONIONS,12 x 350grm,£1.49,£12.99,0.0%,In Stock,Edwards,Edwards Crunchy Silver Skin Onions 350g,No
Retail Grocery,515888,5013216000240	,EDWARDS MIXED PICKLES,12 x 350grm,£1.49,£12.99,0.0%,In Stock,Edwards,Edwards Mighty Mixed Pickle Tickle 350g,No
Retail Grocery,448394,5000157075154	,HEINZ SALAD CREAM,10X425GRM,£2.39,£17.59,0.0%,In Stock,H.J.Heinz,Heinz Salad Cream Original 425g,No
Retail Grocery,383875,5012427092907	,BAXTERS SLICED BEETROOT,6 x 340grm,£0.89,£3.89,0.0%,In Stock,Baxters,Baxters Sliced Beetroot 340g,No
Retail Grocery,392887,5000157062680	,HEINZ CHICKEN SOUP,24 x 400grm,£0.99,£17.99,0.0%,In Stock,Heinz,"Nothing says home like a deliciously warming bowlful of Heinz soup.Prepared to a time-honoured recipe and finished off with tender pieces of chicken, this is one rich and creamy blend that will never get old. With absolutely no artificial colours, flavours or preservatives, our chicken soup tastes perfect with a fresh, warm brown roll or croutons. Love our Heinz Cream of Chicken Soup as much as we do? Try the rest of our Classics range, including: Cream of Tomato, Vegetable and our new Cream of Tomato with a kick of chilli.",No
Retail Grocery,792490,5010034011557	,BENS SAVOURY CHICKEN MICRO RICE,6 x 250grm,£1.39,£5.99,0.0%,In Stock,Mars Food UK Ltd,Visit BensOriginal.co.uk or BensOriginal.ie to find out more.This rice helps you create a delicious and wholesome  meal that can be enjoyed any day of the week. Discover more  on our websiteThe rice in this pouch has been grown as part  of our sustainability programme. Visit bensoriginal.co.uk to find out more about our commitments.,No
Retail Grocery,916726,8720182303752	,HELLMANNS GARLIC & HERB DRESSING,6 x 250mls,£1.79,£8.29,0.0%,In Stock,Unilever UK Food Ltd,Hellmann's Real Garlic & Herb Salad Dressing & Dip 250 ml,No
Retail Grocery,916727,8720182302960	,HELLMANNS THOUSAND ISLAND,6 x 250mls,£1.79,£8.29,0.0%,In Stock,Unilever UK Food Ltd,Hellmann's Real Thousand Island Salad Dressing & Dip 250 ml,No
Retail Grocery,792489,5010034011625	,BENS PILAU MICRO RICE,6 x 250grm,£1.39,£5.99,0.0%,In Stock,Mars Food UK Ltd,Visit BensOriginal.co.uk or BensOriginal.ie to find out more.This rice helps you create a delicious and wholesome  meal that can be enjoyed any day of the week.Discover more on our websiteThe rice in this pouch has been grown as part of our sustainability programme. Visit bensoriginal.co.uk to  find out more about our commitments.,No
Retail Grocery,792478,5010034011519	,BENS MEXICAN MICRO RICE,6 x 250grm,£1.39,£5.99,0.0%,In Stock,Mars Food UK Ltd,"Visit BensOriginal.co.uk or BensOriginal.ie to find out more.Discover more on our websiteWe're working hard to ensure that 100% of our packaging is recyclable, reusable or compostable by 2025. The rice in this pouch has been grown as  part of our sustainability programme. Visit bensoriginal.co.uk to find out more about our commitments.",No
Retail Grocery,792477,501034011618	,BENS LONG GRAIN MICRO RICE,6 x 250grm,£1.39,£5.99,0.0%,In Stock,Mars Food UK Ltd,NA,No
Retail Grocery,792476,5010034011526	,BENS GOLDEN VEG MICRO RICE,6 x 250grm,£1.39,£5.99,0.0%,In Stock,Mars Food UK Ltd,"Visit BensOriginal.co.uk or BensOriginal.ie to find out more.Discover more on our websiteWe're working hard to ensure that 100% of our packaging is recyclable, reusable or compostable by 2025. The rice in this pouch has been grown as  part of our sustainability programme. Visit bensoriginal.co.uk to find out more about our commitments.",No
