Category,Product Code,EAN Code,Product Name,Product Size,RRP,Price,VAT,Stock Service,Brand,Description,On Promo
Frozen Goods,768456,148247	,M/E PLAIN PANINI,72X125GRM,NA,£12.49,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Catering Dry Goods,348618,4002359650154	,UNCLE BENS SWEET THAI CHILLI,2X2.54KGM,NA,£14.98,0.0%,In Stock,Aimia Foods Ltd,Uncle Bens Sweet Thai Chilli Cooking Sauce 2.54kg,No
Catering Dry Goods,567259,4002359642821	,UNCLE BENS SZECHUAN SAUCE,1X2.32KGM,NA,£7.49,0.0%,In Stock,Aimia Foods Ltd,Uncle Bens Spicy Szechuan Cooking Sauce 2.32kg,No
Catering Dry Goods,553868,4002359271205	,U/B SWEET&SOUR,2X2.43KGM,NA,£14.98,0.0%,In Stock,Aimia Foods Ltd,Uncle Bens Sweet and Sour with No Vegetables Cooking Sauce 2.43kg,No
Catering Dry Goods,548478,5000183070260	,CADBURYS DRINKING CHOCOLATE,6 x 2kgm,NA,£59.94,0.0%,In Stock,Kraft Foods UK Ltd,Cocoa LifePartnering with Fairtrade Foundationcocoalife.org,No
Catering Dry Goods,553758,4002359643224	,UNCLE BENS BLACK BEAN SCE,2 x 2.2kgm,NA,£14.98,0.0%,In Stock,Aimia Foods Ltd,Uncle Bens Black Bean Cooking Sauce 2.3kg,No
Catering Dry Goods,348619,4002359650154	,UNCLE BENS SWEET THAI CHILLI,1X2.54KGM,NA,£7.49,0.0%,In Stock,Aimia Foods Ltd,Uncle Bens Sweet Thai Chilli Cooking Sauce 2.54kg,No
Catering Dry Goods,170648,4002359265204	,U/B SWEET&SOUR+VEG,1 x 2.3kgm,NA,£7.49,0.0%,In Stock,Aimia Foods Ltd,Uncle Bens Sweet and Sour Cooking Sauce 2.3kg,No
Catering Dry Goods,794511,5391539886797	,MUSGRAVE EXCELLENCE SPAGHETTI PASTA,1 x 500grm,NA,£0.60,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Catering Dry Goods,170647,4002359265204	,U/B SWEET&SOUR+VEG,2 x 2.3kgm,NA,£14.98,0.0%,In Stock,Aimia Foods Ltd,Uncle Bens Sweet and Sour Cooking Sauce 2.3kg,No
Catering Dry Goods,794510,5391539886797	,MUSGRAVE EXCELLENCE SPAGHETTI PASTA,20 x 500grm,NA,£10.99,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Catering Dry Goods,794508,5391539886780	,MUSGRAVE EXCELLENCE LASAGNE PASTA,1 x 500grm,NA,£0.99,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Catering Dry Goods,794507,5391539886780	,MUSGRAVE EXCELLENCE LASAGNE PASTA,12 x 500grm,NA,£10.49,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
"Household, Cleaning & Pet Care",316738,5000325048607	,JEYES FLUID,12 x 300mls,£4.59,£32.99,20.0%,In Stock,SHS Distributors,"This disinfectant product has been approved for disinfection of inanimate surfaces where an approved product is required to be used under the control legislation for the following specific disease(s) orders; Poultry diseases including avian influenza, influenza of avian origin in mammals, Newcastle disease, paramyxovirus at a dilution rate of one part  of this preparation plus 3 parts of water, This disinfectant product has also been approved at a dilution of 1 part of this preparation plus 3 parts water for disinfection of inanimate surfaces where General Orders require the use of an approved disinfectant, but this approval does not apply to disinfection required under the specific control legislation relating to Foot and Mouth disease, Swine Vesicular disease, or Tuberculosis disease. This approval is granted under the Diseases of Animals (Approved Disinfectants) Orders made by the Secretary of State for Environment, Food and Rural Affairs in England, Scottish ministers in Scotland and Welsh ministers in Wales. For confirmation of continuing approval refer  to the Defra list of approved disinfectants at http://disinfectants.defra.gov.uk The contents of this container are guaranteed by the manufacturer to be of the same composition and quality as the sample submitted for approval testing.",No
Catering Dry Goods,442726,5018010016510	,DAVINCI TOFFEE & DEVON CREAM,12 x 500grm,NA,£17.55,0.0%,In Stock,Kerry Ingredients (U.K.) Ltd,"Follow us on: Facebook, Twitter and Instagram",No
Catering Dry Goods,775224,8711200492251	,HELLMANNS GARLIC SAUCE,1X850MLS,NA,£3.79,0.0%,In Stock,Musgrave Foodservice Ltd,Hellmann's Chunky Garlic Sauce 858g,No
Catering Dry Goods,775222,8711200383740	,HELLMANNS BBQ SAUCE,6X850MLS,NA,£22.74,0.0%,In Stock,Musgrave Foodservice Ltd,Hellmann's Sweet BBQ Sauce 950g,No
Catering Dry Goods,774611,8711200492251	,HELLMANNS GARLIC SAUCE,6X850MLS,NA,£22.74,0.0%,In Stock,Musgrave Foodservice Ltd,Hellmann's Chunky Garlic Sauce 858g,No
Catering Dry Goods,775220,8710522818503	,HELLMANNS TACO SAUCE,6X850MLS,NA,£22.74,0.0%,In Stock,Musgrave Foodservice Ltd,Hellmann's Taco Sauce 876g,No
Catering Dry Goods,774628,8710522818527	,HELLMANNS SWEET CHILLI SAUCE,1X850MLS,NA,£3.79,0.0%,In Stock,Musgrave Foodservice Ltd,Hellmann's Sweet Chilli Sauce 1047g,No
Catering Dry Goods,774608,8711200383849	,HELLMANNS KETCHUP SAUCE,1X850MLS,NA,£3.79,0.0%,In Stock,Musgrave Foodservice Ltd,Hellmann's Tomato Ketchup 950g,No
Catering Dry Goods,774618,8711200383788	,HELLMANNS MAYONNAISE SAUCE,1X850MLS,NA,£3.79,0.0%,In Stock,Musgrave Foodservice Ltd,Hellmann's Mayo Sauce 816g,No
Catering Dry Goods,774607,8711200383849	,HELLMANNS KETCHUP SAUCE,6X850MLS,NA,£22.74,0.0%,In Stock,Musgrave Foodservice Ltd,Hellmann's Tomato Ketchup 950g,No
Catering Dry Goods,774597,8711200383740	,HELLMANNS BBQ SAUCE,1X850MLS,NA,£3.79,0.0%,In Stock,Musgrave Foodservice Ltd,Hellmann's Sweet BBQ Sauce 950g,No
Catering Dry Goods,774560,8710522818503	,HELLMANNS TACO SAUCE,1X850MLS,NA,£3.79,0.0%,In Stock,Musgrave Foodservice Ltd,Hellmann's Taco Sauce 876g,No
Catering Dry Goods,348608,4002359644764	,DOLMIO ARRABBIATA,1X2.23KGM,NA,£7.49,0.0%,In Stock,Aimia Foods Ltd,Dolmio Arrabbiata Pasta Sauce 2.23kg,No
Catering Dry Goods,348621,4002359644863	,DOLMIO CREAMY TOMATO & PESTO,2 x 2.27kgm,NA,£14.98,0.0%,In Stock,Aimia Foods Ltd,Dolmio Creamy Tomato & Pesto Pasta Sauce 2.27kg,No
Catering Dry Goods,571159,5000157024374	,HEINZ TOMATO KETCHUP,1 x 2.15ltr,NA,£7.65,0.0%,In Stock,Heinz,'QUALITY IS TO A PRODUCT WHAT CHARACTER IS TO A MAN'H.J.HEINZ.,No
Catering Dry Goods,779338,41500966007	,FRENCHS MUSTARD YELLOW SAUCE,1X2.97KGM,NA,£5.99,0.0%,In Stock,RH Amar Ltd,"We love our communities. For more details on the French's Promise, please visit www.FrenchsUK.co.uk",No
Catering Dry Goods,779337,41500966007	,FRENCHS MUSTARD YELLOW SAUCE,4X2.97KGM,NA,£23.96,0.0%,In Stock,RH Amar Ltd,"We love our communities. For more details on the French's Promise, please visit www.FrenchsUK.co.uk",No
Catering Dry Goods,549318,5000157024374	,HEINZ TOMATO KETCHUP,2X2.15LTR,NA,£15.29,0.0%,In Stock,Heinz,'QUALITY IS TO A PRODUCT WHAT CHARACTER IS TO A MAN'H.J.HEINZ.,No
Catering Dry Goods,348607,4002359644764	,DOLMIO ARRABBIATA,2X2.23KGM,NA,£14.98,0.0%,In Stock,Aimia Foods Ltd,Dolmio Arrabbiata Pasta Sauce 2.23kg,No
Catering Dry Goods,442771,744988	,HP SAUCE SACHET,200X10MLS,NA,£11.15,0.0%,In Stock,H J Heinz Co Ireland Ltd,HP The Original Sauce 200 x 11.5g,No
Catering Dry Goods,766906,5000157106919	,HEINZ ENGLISH MUSTARD SACHETS,1 x 250pce,NA,£9.79,0.0%,In Stock,H J Heinz Co Ireland Ltd,Heinz English,No
Catering Dry Goods,442769,589999	,HEINZ TOMATO KETCHUP SACHET,200X10MLS,NA,£11.15,0.0%,In Stock,H J Heinz Co Ireland Ltd,Heinz Tomato Ketchup 200 x 11g,No
"Household, Cleaning & Pet Care",316648,5000325048638	,JEYES FLUID,6 x 1ltr,£9.99,£35.99,20.0%,In Stock,SHS Distributors,"This disinfectant product has been approved for disinfection of inanimate surfaces where an approved product is required to be used under the control legislation for the following specific disease(s) orders; Poultry diseases including avian influenza, influenza of avian origin in mammals, Newcastle disease, paramyxovirus at a dilution rate of one part  of this preparation plus 3 parts of water. This disinfectant product has also been approved at a dilution of 1 part of this preparation plus 3 parts water for disinfection of inanimate surfaces where General Orders require the use of an approved disinfectant, but this approval does not apply to disinfection required under the specific control legislation relating to Foot and Mouth disease, Swine Vesicular disease, or Tuberculosis disease. This approval is granted under the Diseases of Animals (Approved Disinfectants) Orders made by the Secretary of State for Environment, Food and Rural Affairs in England, Scottish ministers in Scotland and Welsh ministers in Wales. For confirmation of continuing approval refer  to the Defra list of approved disinfectants at http://disinfectants.defra.gov.uk The contents of this container are guaranteed by the manufacturer to be of the same composition and quality as the sample submitted for approval testing.",No
Catering Dry Goods,775226,8710522818527	,HELLMANNS SWEET CHILLI SAUCE,6X850MLS,NA,£22.74,0.0%,In Stock,Musgrave Foodservice Ltd,Hellmann's Sweet Chilli Sauce 1047g,No
Catering Dry Goods,567319,4002359271205	,U/B SWEET&SOUR,1X2.43KGM,NA,£7.49,0.0%,In Stock,Aimia Foods Ltd,Uncle Bens Sweet and Sour with No Vegetables Cooking Sauce 2.43kg,No
Catering Dry Goods,581328,4002359642821	,UNCLE BENS SZECHUAN SAUCE,2X2.32KGM,NA,£14.98,0.0%,In Stock,Aimia Foods Ltd,Uncle Bens Spicy Szechuan Cooking Sauce 2.32kg,No
Catering Dry Goods,775225,8711200383788	,HELLMANNS MAYONNAISE SAUCE,6X850MLS,NA,£22.74,0.0%,In Stock,Musgrave Foodservice Ltd,Hellmann's Mayo Sauce 816g,No
Catering Dry Goods,764894,8712566234554	,* KNORR 100% CHKN & VEG SOUP,4 x 2.5kgm,NA,£23.49,0.0%,In Stock,Unilever Foods Irl Ltd Food So,Knorr Professional 100% Soup Chicken & Veg 4x2.5KG,No
Catering Dry Goods,663729,8718114964072	,* KNORR CHICKEN 200PTN SOUP,1 x 200,NA,£13.49,0.0%,In Stock,Knorr,Explore more at ufs.com/knorrprofessional,No
Catering Dry Goods,663732,8718114963952	,KNORR LEEK+POT 200 PTN SOUP,1 x 200,NA,£13.49,0.0%,In Stock,Knorr,Explore more at ufs.com/knorrprofessional,No
Catering Dry Goods,769331,3076820023458	,CRESPO CAPERS CAPOTES,1 x 2.3kgm,NA,£7.25,0.0%,In Stock,RH Amar Ltd,NA,No
Catering Dry Goods,769330,3076820023458	,CRESPO CAPERS CAPOTES,2 x 2.3kgm,NA,£14.50,0.0%,In Stock,RH Amar Ltd,NA,No
Catering Dry Goods,663728,8718114964003	,KNORR TOMATO 200 PTN SOUP,1 x 200,NA,£13.49,0.0%,In Stock,Knorr,Explore more at ufs.com/knorrprofessional,No
Catering Dry Goods,581388,4002359266201	,DOLMIO BOLOGNESE SAUCE,2 x 2.28kgm,NA,£14.98,0.0%,In Stock,Aimia Foods Ltd,Dolmio Bolognese Pasta Sauce 2.28kg,No
Catering Dry Goods,660637,8718114963914	,KNORR THICK VEG SOUP 200PTN,1 x 200pce,NA,£13.49,0.0%,In Stock,Knorr,Explore more at ufs.com/knorrprofessional,No
Catering Dry Goods,567309,4002359266201	,DOLMIO BOLOGNESE SAUCE,1 x 2.28kgm,NA,£7.49,0.0%,In Stock,Aimia Foods Ltd,Dolmio Bolognese Pasta Sauce 2.28kg,No
Catering Dry Goods,348624,4002359641336	,DOLMIO TOMATO & BASIL SAUCE,2 x 2.27kgm,NA,£14.98,0.0%,In Stock,Aimia Foods Ltd,Dolmio Tomato & Basil Pasta Sauce 2.27kg,No
Catering Dry Goods,348625,4002359641336	,DOLMIO TOMATO & BASIL SAUCE,1 x 2.27kgm,NA,£7.49,0.0%,In Stock,Aimia Foods Ltd,Dolmio Tomato & Basil Pasta Sauce 2.27kg,No
Catering Dry Goods,763784,5015821157401	,LUCKY BOAT NO 1 NOODLES,1 x 4kgm,NA,£9.49,0.0%,In Stock,Westmill Foods,NA,No
Catering Dry Goods,177348,4792024009355	,MAGGI COCONUT MILK POWDER,6 x 1kgm,NA,£50.47,0.0%,In Stock,Maggi,Professional AdviceChoose to make your recipes with coconut,No
Catering Dry Goods,696261,4000492062117	,KNORR 100% SOUP MINESTRONE,1X2.4LTR,NA,£5.89,0.0%,In Stock,Unilever UK Foodservice,NA,No
Catering Dry Goods,720027,5000118053344	,* KNORR 100% BEEF GOULASH SOUP,1X2.4LTR,NA,£5.89,0.0%,In Stock,Unilever Foods Irl Ltd Food So,NA,No
Catering Dry Goods,720026,5000118053344	,* KNORR 100% BEEF GOULASH SOUP,4X2.4LTR,NA,£23.49,0.0%,In Stock,Unilever Foods Irl Ltd Food So,Knorr Professional 100% Soup Beef Goulash 4x2.5KG,No
Catering Dry Goods,529768,4000492062100	,* KNORR 100% CREAM OF CHKN SOUP,1X2.4LTR,NA,£5.89,0.0%,In Stock,Knorr,NA,No
Catering Dry Goods,696260,4000492062117	,KNORR 100% SOUP MINESTRONE,4X2.4LTR,NA,£23.49,0.0%,In Stock,Unilever UK Foodservice,Knorr Professional 100% Soup Minestrone 4x2.5KG,No
Catering Dry Goods,696259,8711200307401	,KNORR 100% LEEK & POTATOSOUP,1X2.4LTR,NA,£5.89,0.0%,In Stock,Unilever UK Foodservice,NA,No
Catering Dry Goods,696258,8711200307401	,KNORR 100% LEEK & POTATOSOUP,4X2.4LTR,NA,£23.49,0.0%,In Stock,Unilever UK Foodservice,Knorr Professional 100% Soup Leek & Potato 4x2.5KG,No
Catering Dry Goods,177351,4792024009355	,MAGGI COCONUT MILK POWDER,1 x 1kgm,NA,£8.45,0.0%,In Stock,Maggi,Professional AdviceChoose to make your recipes with coconut,No
Catering Dry Goods,348622,4002359644863	,DOLMIO CREAMY TOMATO & PESTO,1 x 2.27kgm,NA,£7.49,0.0%,In Stock,Aimia Foods Ltd,Dolmio Creamy Tomato & Pesto Pasta Sauce 2.27kg,No
Catering Dry Goods,764895,8712566234554	,* KNORR 100% CHKN & VEG SOUP,1 x 2.5kgm,NA,£5.89,0.0%,In Stock,Unilever Foods Irl Ltd Food So,NA,No
Catering Dry Goods,529767,4000492062100	,* KNORR 100% CREAM OF CHKN SOUP,4X2.4LTR,NA,£23.49,0.0%,In Stock,Knorr,Knorr Professional 100% Soup Chicken 4x2.5KG,No
Catering Dry Goods,745742,7613031525478	,NESCAFE GO GOLD BLEND WHITE,12 x 8pk,NA,£59.79,0.0%,In Stock,Nescafe,"To order a Nescafe® Go® machine, or for further information, please call 0800 745 845 or visit us at nescafe-go.co.uk",No
Catering Dry Goods,745751,7613031525454	,NESCAFE GO GOLD BLEND BLACK,12 x 8pk,NA,£59.79,0.0%,In Stock,Nescafe,"To order a Nescafe® & Go® machine, or for further information, please call 0800 745 845 or visit us at nescafe-go.co.uk",No
Catering Dry Goods,603943,5000243895307	,NESCAFE COFFEE GRANULES,6 x 750grm,NA,£115.74,0.0%,In Stock,Nescafé,"Did you know? As part of the Nescafé Plan, we work directly with farmers and provide them with training and local  assistance. Find out more",No
Catering Dry Goods,747233,7613031525072	,NESCAFE GO AERO HOT CHOC,12X8PCE,NA,£59.79,0.0%,In Stock,Nescafé,"To order a Nescafe® &Go® machine, or for further information, please call 0800 745 845 or visit us at nescafe-go.co.uk",No
Catering Dry Goods,747306,7613033317002	,TETLEY TO GO 12OZ,12X16PK,NA,£83.35,0.0%,In Stock,Nescafe,"To order a Nescafe® &Go® machine, or for further information, please call 0800 745 845 or visit us at nescafe-go.co.uk",No
Catering Dry Goods,747313,7613033317002	,TETLEY TO GO 12OZ,1 x 16pk,NA,£6.95,0.0%,In Stock,Nescafe,"To order a Nescafe® &Go® machine, or for further information, please call 0800 745 845 or visit us at nescafe-go.co.uk",No
Catering Dry Goods,614419,5000197554749	,SHARWOODS GREEN LABEL CHUTNEY,1 x 2.6kgm,NA,£11.49,0.0%,In Stock,Sharwood's,Visit www.sharwoods.com.au for more meal and recipe inspiration,No
Catering Dry Goods,747234,7613031525072	,NESCAFE GO AERO HOT CHOC,1 x 8pce,NA,£4.99,0.0%,In Stock,Nescafé,"To order a Nescafe® &Go® machine, or for further information, please call 0800 745 845 or visit us at nescafe-go.co.uk",No
Catering Dry Goods,792625,5015821158484	,LUCKY BOAT RICE VERMICELLI,1 x 375grm,NA,£1.39,0.0%,In Stock,Westmill Foods,NA,No
Catering Dry Goods,792624,5015821158484	,LUCKY BOAT RICE VERMICELLI,25X375GRM,NA,£29.35,0.0%,In Stock,Westmill Foods,NA,No
Catering Dry Goods,745741,7613032629885	,NESCAFE GO CAPPUCCINO,12 x 8pk,NA,£59.79,0.0%,In Stock,Nescafé,"To order a Nescafe® &Go® machine, or for further information, please call 0800 745 845 or visit us at nescafe-go.co.uk",No
Catering Dry Goods,775154,5015821158712	,LUCKY BOAT WHOLEWHEAT NOODLES NO 1,1 x 3.5kgm,NA,£9.49,0.0%,In Stock,Westmill Foods,NA,No
"Household, Cleaning & Pet Care",794249,5011417559390	,DETTOL GREEN APPLE POWER& FRESH,6 x 1ltr,£1.19,£4.49,20.0%,In Stock,SHS Distributors,www.rbeuroinfo.comwww.happier-homes.comwww.sustainable-cleaning.com,No
Catering Dry Goods,124154,7613033694134	,NESCAFE ORIGINAL STICK PACK,1 x 360grm,NA,£13.49,0.0%,In Stock,Nescafé,"Did you know? As part of the Nescafé Plan, we work directly with farmers and provide them with training and local  assistance.Find out more at nescafe.co.uk/nescafe-plan",No
Catering Dry Goods,416032,7613034538567	,NESCAFE AZERA,3 x 500grm,NA,£53.25,0.0%,In Stock,Nescafé,Find out more about Nescafe Gold at https://www.nestleprofessional.co.ukOr discover more from Nestle Professional  on Facebook https://www.facebook.com/NestleProfessionalUK/YouTube https://www.youtube.com/c/nestleprofessionalukTwitter  https://twitter.com/nestleproukInstagram https://www.instagram.com/nestleprouk/,No
Catering Dry Goods,563099,5000243895307	,NESCAFE COFFEE GRANULES,1 x 750grm,NA,£19.29,0.0%,In Stock,Nescafé,"Did you know? As part of the Nescafé Plan, we work directly with farmers and provide them with training and local  assistance. Find out more",No
Catering Dry Goods,416034,7613034538567	,NESCAFE AZERA,1 x 500grm,NA,£17.75,0.0%,In Stock,Nescafé,Find out more about Nescafe Gold at https://www.nestleprofessional.co.ukOr discover more from Nestle Professional  on Facebook https://www.facebook.com/NestleProfessionalUK/YouTube https://www.youtube.com/c/nestleprofessionalukTwitter  https://twitter.com/nestleproukInstagram https://www.instagram.com/nestleprouk/,No
Catering Dry Goods,124152,7613033694165	,NESCAFE GOLD BLEND STICKPACK,1 x 360grm,NA,£16.15,0.0%,In Stock,Nescafé,https://www.nestleprofessional.co.uk/sachets/nescafe-gold-blend-200-1-8g,No
Catering Dry Goods,124153,7613033694158	,NESCAFE DECAF STICK,1 x 360grm,NA,£14.49,0.0%,In Stock,Nescafé,For more information visit: nescafe.co.uk/nescafe-plan.,No
Catering Dry Goods,124151,7613033694141	,NESCAFE GOLD BLEND DECAFSTICK,1 x 360grm,NA,£15.49,0.0%,In Stock,Nescafé,https://www.nestleprofessional.co.uk/sachets/nescafe-gold-blend-decaff-200-1-8g,No
Catering Dry Goods,745756,7613035266919	,NESCAFE GO COFFEE LATTE CUP,1X8PK,NA,£4.99,0.0%,In Stock,Nestle UK Ltd,"To order a Nescafe® &GO® machine, or for further information, please call 0800 745 845 or visit us at nescafe-go.co.uk",No
Catering Dry Goods,745754,7613031525478	,NESCAFE GO GOLD BLEND WHITE,1X8PK,NA,£4.99,0.0%,In Stock,Nescafe,"To order a Nescafe® Go® machine, or for further information, please call 0800 745 845 or visit us at nescafe-go.co.uk",No
Catering Dry Goods,424255,4005500075288	,MAGGI N/C THICK COUNTR VEG SOUP,1 x 2kgm,NA,£9.95,0.0%,In Stock,Nestle UK Ltd,"For more information, visit www.nestleprofessional.co.uk/sustainabilityFor more delicious recipe ideas, visit www.nestleprofessional.co.uk/maggi",No
Catering Dry Goods,745755,7613031525454	,NESCAFE GO GOLD BLEND BLACK,1X8PK,NA,£4.99,0.0%,In Stock,Nescafe,"To order a Nescafe® & Go® machine, or for further information, please call 0800 745 845 or visit us at nescafe-go.co.uk",No
Catering Dry Goods,424254,4005500075288	,MAGGI N/C THICK COUNTR VEG SOUP,2 x 2kgm,NA,£19.85,0.0%,In Stock,Nestle UK Ltd,"For more information, visit www.nestleprofessional.co.uk/sustainabilityFor more delicious recipe ideas, visit www.nestleprofessional.co.uk/maggi",No
Catering Dry Goods,424242,4005500075134	,MAGGI N/C WILD MUSH SOUP,1 x 2kgm,NA,£9.95,0.0%,In Stock,Nestle UK Ltd,"For more information, visit www.nestleprofessional.co.uk/sustainabilityFor more delicious recipe ideas, visit www.nestleprofessional.co.uk/maggi",No
Catering Dry Goods,745753,7613032629885	,NESCAFE GO CAPPUCCINO,1X8PK,NA,£4.99,0.0%,In Stock,Nescafé,"To order a Nescafe® &Go® machine, or for further information, please call 0800 745 845 or visit us at nescafe-go.co.uk",No
Catering Dry Goods,745752,7613035266919	,NESCAFE GO COFFEE LATTE CUP,12 x 8pk,NA,£59.79,0.0%,In Stock,Nestle UK Ltd,"To order a Nescafe® &GO® machine, or for further information, please call 0800 745 845 or visit us at nescafe-go.co.uk",No
Catering Dry Goods,424241,4005500075134	,MAGGI N/C WILD MUSH SOUP,2 x 2kgm,NA,£19.85,0.0%,In Stock,Nestle UK Ltd,"For more information, visit www.nestleprofessional.co.uk/sustainabilityFor more delicious recipe ideas, visit www.nestleprofessional.co.uk/maggi",No
Catering Dry Goods,568409,7613035739406	,MAGGI G/F VEG BOUILLON,1 x 2kgm,NA,£25.25,0.0%,In Stock,Nestle UK Ltd,Maggi Vegetable Bouillon 2kg,No
Catering Dry Goods,276574,5011546445557	,MAGGI SAUCE BECHAMEL,1 x 2kgm,NA,£13.49,0.0%,In Stock,Nestle UK Ltd,Maggi Béchamel Sauce 2kg,No
Catering Dry Goods,276573,5011546445557	,MAGGI SAUCE BECHAMEL,2 x 2kgm,NA,£26.98,0.0%,In Stock,Nestle UK Ltd,Maggi Béchamel Sauce 2kg,No
Catering Dry Goods,568378,7613035739406	,MAGGI G/F VEG BOUILLON,2 x 2kgm,NA,£50.05,0.0%,In Stock,Nestle UK Ltd,Maggi Vegetable Bouillon 2kg,No
Catering Dry Goods,483444,7613035316607	,MAGGI GLUTEN/FR VEGETARIAN GRAVY,1X1.7KGM,NA,£11.95,0.0%,In Stock,Nestle UK Ltd,Maggi Vegetarian Gravy 1.7kg,No
Catering Dry Goods,483442,7613035316607	,MAGGI GLUTEN/FR VEGETARIAN GRAVY,2X1.7KGM,NA,£21.49,0.0%,In Stock,Nestle UK Ltd,Maggi Vegetarian Gravy 1.7kg,No
Catering Dry Goods,563179,5000243820200	,NESCAFE GOLD BLEND,1 x 750grm,NA,£19.99,0.0%,In Stock,Nescafé,Find out more about Nescafe Gold Blend at https://www.nestleprofessional.co.uk/news/latest-news/nescafe-gold-blend-new-recipeOr discover more from Nestle Professional on Facebook https://www.facebook.com/NestleProfessionalUK/YouTube https://www.youtube.com/c/nestleprofessionalukTwitter https://twitter.com/nestleproukInstagram https://www.instagram.com/nestleprouk/,No
Catering Dry Goods,424264,4005500075318	,MAGGI N/C LEEK+POTATO SOUP,1 x 2kgm,NA,£9.95,0.0%,In Stock,Nestle UK Ltd,"For more information, visit www.nestleprofessional.co.uk/sustainabilityFor more delicious recipe ideas, visit www.nestleprofessional.co.uk/maggi",No
Catering Dry Goods,424259,4005500075097	,MAGGI N/C CHICKEN SOUP,1 x 2kgm,NA,£9.95,0.0%,In Stock,Nestle UK Ltd,"For more delicious recipe ideas, visit www.nestleprofessional.co.uk/maggiFor more information, visit www.nestleprofessional.co.uk/sustainability",No
Catering Dry Goods,424263,4005500075318	,MAGGI N/C LEEK+POTATO SOUP,2 x 2kgm,NA,£19.85,0.0%,In Stock,Nestle UK Ltd,"For more information, visit www.nestleprofessional.co.uk/sustainabilityFor more delicious recipe ideas, visit www.nestleprofessional.co.uk/maggi",No
Catering Dry Goods,424262,4005500075141	,MAGGI N/C MINESTRONE SOUP,1 x 2kgm,NA,£9.95,0.0%,In Stock,Nestle UK Ltd,"For more delicious recipe ideas, visit www.nestleprofessional.co.uk/maggi",No
Catering Dry Goods,424261,4005500075141	,MAGGI N/C MINESTRONE SOUP,2 x 2kgm,NA,£19.85,0.0%,In Stock,Nestle UK Ltd,"For more delicious recipe ideas, visit www.nestleprofessional.co.uk/maggi",No
